lang,raw,gold,pred_A,pred_B,is_nonstandard,A_correct,B_correct,change
en,aluminium,aluminium,aluminium,aluminium,False,True,True,both_TN
en,always,always,always,always,False,True,True,both_TN
en,am,am,am,am,False,True,True,both_TN
en,ama,ama,ama,ama,False,True,True,both_TN
en,ambi,ambi,ambi,ambi,False,True,True,both_TN
en,americares,americares,americares,americares,False,True,True,both_TN
en,ammmazing,amazing,ammmazing,ammmazing,True,False,False,both_wrong
en,amo,amo,amo,amo,False,True,True,both_TN
en,amor,amor,amor,amor,False,True,True,both_TN
en,ams,ams,ams,ams,False,True,True,both_TN
en,an,an,an,an,False,True,True,both_TN
en,anais,anais,anais,anais,False,True,True,both_TN
en,and,and,and,and,False,True,True,both_TN
en,andd,and,and,andd,True,True,False,A_only_correct
de,andere,andere,andere,andere,False,True,True,both_TN
de,anderen,anderen,anderen,anderen,False,True,True,both_TN
de,andern,anderen,andern,andern,True,False,False,both_wrong
de,anders,anders,anders,anders,False,True,True,both_TN
en,andrea,andrea,Andrea,andrea,False,False,True,B_fixed_FP
en,andrew,andrew,andrew,andrew,False,True,True,both_TN
en,ane,ane,ane,ane,False,True,True,both_TN
de,anfall,anfall,anfall,anfall,False,True,True,both_TN
de,anfassen,Anfassen,anfassen,anfassen,True,False,False,both_wrong
en,ang,ang,ang,ang,False,True,True,both_TN
de,angefangen,angefangen,angefangen,angefangen,False,True,True,both_TN
en,angel,angel,angel,angel,False,True,True,both_TN
en,angeles,angeles,angeles,angeles,False,True,True,both_TN
en,angelou,angelou,angelou,angelou,False,True,True,both_TN
en,angeres,angeres,angeres,angeres,False,True,True,both_TN
de,angezeigt,angezeigt,angezeigt,angezeigt,False,True,True,both_TN
en,angry,angry,angry,angry,False,True,True,both_TN
en,animation,animation,animation,animation,False,True,True,both_TN
en,anita,anita,anita,anita,False,True,True,both_TN
de,anmacht,anmacht,anmacht,anmacht,False,True,True,both_TN
en,anniversary,anniversary,anniversary,anniversary,False,True,True,both_TN
de,annoying,Annoying,annoying,annoying,True,False,False,both_wrong
en,ano,ano,ano,ano,False,True,True,both_TN
en,anodized,anodized,anodized,anodized,False,True,True,both_TN
en,another,another,another,another,False,True,True,both_TN
de,anschaffen,anschaffen,anschaffen,anschaffen,False,True,True,both_TN
de,anschluss,Anschluss,Anschluss,anschluss,True,True,False,A_only_correct
en,answered,answered,answered,answered,False,True,True,both_TN
de,anvertrauten,anvertrauten,anvertrauten,anvertrauten,False,True,True,both_TN
en,any,any,any,any,False,True,True,both_TN
en,anymore,anymore,anymore,anymore,False,True,True,both_TN
en,anyones,anyone,anyones,anyones,True,False,False,both_wrong
en,anything,anything,anything,anything,False,True,True,both_TN
en,anyways,anyways,anyways,anyways,False,True,True,both_TN
en,ap,ap,ap,ap,False,True,True,both_TN
en,apa,apa,apa,apa,False,True,True,both_TN
en,apink,apink,apink,apink,False,True,True,both_TN
en,app's,app's,app's,app's,False,True,True,both_TN
en,appearance,appearance,appearance,appearance,False,True,True,both_TN
en,apple,apple,apple,apple,False,True,True,both_TN
en,appointment,appointment,appointment,appointment,False,True,True,both_TN
de,arbeiten,arbeiten,arbeiten,arbeiten,False,True,True,both_TN
en,archery,archery,archery,archery,False,True,True,both_TN
en,are,are,are,are,False,True,True,both_TN
en,area,area,area,area,False,True,True,both_TN
en,aren't,aren't,aren't,aren't,False,True,True,both_TN
en,arena,arena,arena,arena,False,True,True,both_TN
en,arent,aren't,aren't,aren't,True,True,True,both_correct
en,ariana,ariana,ariana,ariana,False,True,True,both_TN
de,arm,Arm,arm,arm,True,False,False,both_wrong
de,armes,armes,armes,armes,False,True,True,both_TN
en,armour,armour,armour,armour,False,True,True,both_TN
en,arms,arms,arms,arms,False,True,True,both_TN
en,army,army,army,army,False,True,True,both_TN
en,arnaiz,arnaiz,arnaiz,arnaiz,False,True,True,both_TN
en,arod,arod,arod,arod,False,True,True,both_TN
en,around,around,around,around,False,True,True,both_TN
en,arrives,arrives,arrives,arrives,False,True,True,both_TN
en,arro,arro,arro,arrow,False,True,False,B_new_FP
en,arrows,arrows,arrows,arrows,False,True,True,both_TN
en,arsene,arsene,arsene,arsene,False,True,True,both_TN
en,art,art,art,art,False,True,True,both_TN
en,artists,artists,artists,artists,False,True,True,both_TN
en,as,as,as,as,False,True,True,both_TN
en,asap,asap,as ap,asap,False,False,True,B_fixed_FP
en,asda,asda,asda,asda,False,True,True,both_TN
en,ashanti,ashanti,ashanti,ashanti,False,True,True,both_TN
en,ashe,ashe,ashe,ashe,False,True,True,both_TN
en,asheville,asheville,asheville,asheville,False,True,True,both_TN
en,ask,ask,ask,ask,False,True,True,both_TN
en,asked,asked,asked,asked,False,True,True,both_TN
en,asking,asking,asking,asking,False,True,True,both_TN
en,ass,ass,ass,ass,False,True,True,both_TN
en,assembling,assembling,assembling,assembling,False,True,True,both_TN
en,assembly,assembly,assembly,assembly,False,True,True,both_TN
en,asshole,asshole,asshole,asshole,False,True,True,both_TN
en,associate,associate,associate,associate,False,True,True,both_TN
en,asst,assistant,asst,asst,True,False,False,both_wrong
en,astaghfirullah,astaghfirullah,astaghfirullah,astaghfirullah,False,True,True,both_TN
en,aston,aston,aston,aston,False,True,True,both_TN
en,at,at,at,at,False,True,True,both_TN
en,atd,atd,atd,atd,False,True,True,both_TN
en,athar,athar,athar,athar,False,True,True,both_TN
en,atl,atl,atl,atl,False,True,True,both_TN
en,atleast,at least,atleast,atleast,True,False,False,both_wrong
en,atletico,atletico,atletico,atletico,False,True,True,both_TN
de,attraktiv,attraktiv,attraktiv,attraktiv,False,True,True,both_TN
en,au,au,au,au,False,True,True,both_TN
de,auch,auch,auch,auch,False,True,True,both_TN
de,auf,auf,auf,auf,False,True,True,both_TN
de,aufewig,auf ewig,aufewig,aufewig,True,False,False,both_wrong
de,aufgestanden,aufgestanden,aufgestanden,aufgestanden,False,True,True,both_TN
de,aufregen,aufregen,aufregen,aufregen,False,True,True,both_TN
de,aufräumen,aufräumen,aufräumen,aufräumen,False,True,True,both_TN
de,auftaucht,auftaucht,auftaucht,auftaucht,False,True,True,both_TN
de,augen,Augen,augen,augen,True,False,False,both_wrong
en,augusta,augusta,augusta,augusta,False,True,True,both_TN
de,aupassen,aufpassen,aupassen,aupassen,True,False,False,both_wrong
de,aus,aus,aus,aus,False,True,True,both_TN
de,ausfall,Ausfall,ausfall,ausfall,True,False,False,both_wrong
de,auslachen,auslachen,auslachen,auslachen,False,True,True,both_TN
de,ausser,ausser,ausser,ausser,False,True,True,both_TN
en,austerlitz,austerlitz,Austerlitz,Austerlitz,False,False,False,both_FP
de,auszuprobieren,auszuprobieren,auszuprobieren,auszuprobieren,False,True,True,both_TN
en,auteur,auteur,auteur,auteur,False,True,True,both_TN
en,autofollback,autofollback,autofollback,autofollback,False,True,True,both_TN
de,auuuuuch,auch,auuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu,auch,True,False,True,B_only_correct
de,auweia,Auweia,auweia,auweia,True,False,False,both_wrong
en,avengers,avengers,avengers,avengers,False,True,True,both_TN
en,avenida,avenida,avenida,avenida,False,True,True,both_TN
en,avg,avg,avg,avg,False,True,True,both_TN
en,avi,avi,avi,avi,False,True,True,both_TN
en,avoiding,avoiding,avoiding,avoiding,False,True,True,both_TN
en,award,award,award,award,False,True,True,both_TN
en,awareness,awareness,awareness,awareness,False,True,True,both_TN
en,away,away,away,away,False,True,True,both_TN
en,awesomer,awesomer,awesomer,awesomer,False,True,True,both_TN
en,awhile,awhile,awhile,awhile,False,True,True,both_TN
en,aww,aww,aww,aww,False,True,True,both_TN
en,awww,awww,awww,aww,False,True,False,B_new_FP
en,awwww,awwww,awwww,awwww,False,True,True,both_TN
en,axel,axel,axel,axel,False,True,True,both_TN
en,ay,ay,ay,ay,False,True,True,both_TN
en,ayase,ayase,ayase,ayase,False,True,True,both_TN
en,ayurvedic,ayurvedic,ayurvedic,ayurvedic,False,True,True,both_TN
en,b,be,b,b,True,False,False,both_wrong
de,b),b),b),b),False,True,True,both_TN
en,b/c,b/c,b/c,b/c,False,True,True,both_TN
en,babe,babe,babe,babe,False,True,True,both_TN
en,babies,babies,babies,babies,False,True,True,both_TN
en,baby,baby,baby,baby,False,True,True,both_TN
en,babyface,baby face,babyface,babyface,True,False,False,both_wrong
en,babygirl,babygirl,babygirl,babygirl,False,True,True,both_TN
en,bachata,bachata,bachata,bachata,False,True,True,both_TN
en,back,back,back,back,False,True,True,both_TN
en,backlinking,backlinking,backlinking,backlinking,False,True,True,both_TN
en,bad,bad,bad,bad,False,True,True,both_TN
en,badass,bad ass,badass,badass,True,False,False,both_wrong
en,bae,bae,bae,bae,False,True,True,both_TN
en,bae's,bae's,bae's,bae's,False,True,True,both_TN
en,bag,bag,bag,bag,False,True,True,both_TN
en,bah,bah,bah,bah,False,True,True,both_TN
en,baho,baho,baho,baho,False,True,True,both_TN
en,baisan,baisan,baisan,baisan,False,True,True,both_TN
en,bakery,bakery,bakery,bakery,False,True,True,both_TN
en,balboa,balboa,balboa,balboa,False,True,True,both_TN
en,balik,balik,balik,balik,False,True,True,both_TN
en,bama,bama,bama,bama,False,True,True,both_TN
en,bana,bana,bana,bana,False,True,True,both_TN
en,banana,banana,banana,banana,False,True,True,both_TN
en,band,band,band,band,False,True,True,both_TN
en,bangtan,bangtan,bangtan,bangtan,False,True,True,both_TN
en,banky,banky,banky,banky,False,True,True,both_TN
en,banner,banner,banner,banner,False,True,True,both_TN
en,bantu,bantu,bantu,bantu,False,True,True,both_TN
en,bar,bar,bar,bar,False,True,True,both_TN
en,barcelona,barcelona,barcelona,barcelona,False,True,True,both_TN
en,bargin,bargin,bargin,barging,False,True,False,B_new_FP
en,barkat,barkat,barkat,barkat,False,True,True,both_TN
en,baromxkookie,baromxkookie,baromxkookie,baromxkookie,False,True,True,both_TN
en,barrymoore,barrymoore,barrymoore,barrymoore,False,True,True,both_TN
en,baru,baru,baru,baru,False,True,True,both_TN
en,baseball,baseball,baseball,baseball,False,True,True,both_TN
en,basically,basically,basically,basically,False,True,True,both_TN
en,baskin,baskin,basking,basking,False,False,False,both_FP
en,bassist,bassist,bassist,bassist,False,True,True,both_TN
de,bastarts,Bastarde,bastarts,bastarts,True,False,False,both_wrong
de,bastel,bastele,bastel,bastel,True,False,False,both_wrong
en,batson,batson,batson,batson,False,True,True,both_TN
en,battle,battle,battle,battle,False,True,True,both_TN
de,bauchhaare,Bauchhaare,Bauchhaare,bauchhaare,True,True,False,A_only_correct
de,bayern,Bayern,bayern,bayern,True,False,False,both_wrong
en,bbg,bbg,bbg,bbg,False,True,True,both_TN
en,bbo,bbo,bbo,bbo,False,True,True,both_TN
en,bc,because,because,bc,True,True,False,A_only_correct
en,bck,back,because,bck,True,False,False,both_wrong
en,bday,birthday,beday,beday,True,False,False,both_wrong
en,be,be,be,be,False,True,True,both_TN
en,beach,beach,beach,beach,False,True,True,both_TN
de,beam,beam,beam,beam,False,True,True,both_TN
en,beamer,beamer,beamer,beamer,False,True,True,both_TN
en,bean,bean,bean,bean,False,True,True,both_TN
en,bear,bear,bear,bear,False,True,True,both_TN
en,beasiswa,beasiswa,beasiswa,beasiswa,False,True,True,both_TN
en,beat,beat,beat,beat,False,True,True,both_TN
en,beating,beating,beating,beating,False,True,True,both_TN
en,beats,beats,beats,beats,False,True,True,both_TN
en,beautiful,beautiful,beautiful,beautiful,False,True,True,both_TN
en,became,became,became,became,False,True,True,both_TN
en,because,because,because,because,False,True,True,both_TN
en,beckham,beckham,beckham,beckham,False,True,True,both_TN
en,becomes,becomes,becomes,becomes,False,True,True,both_TN
en,bed,bed,bed,bed,False,True,True,both_TN
en,bedi's,bedi's,bedi's,bedi's,False,True,True,both_TN
en,bedroom,bedroom,bedroom,bedroom,False,True,True,both_TN
de,beeinträchtig,beeinträchtigen,beeinträchtig,beeinträchtig,True,False,False,both_wrong
de,beeinträchtigen,beeinträchtigen,beeinträchtigen,beeinträchtigen,False,True,True,both_TN
en,been,been,been,been,False,True,True,both_TN
en,beer,beer,beer,beer,False,True,True,both_TN
en,before,before,before,before,False,True,True,both_TN
de,beginnen,beginnen,beginnen,beginnen,False,True,True,both_TN
en,beginning,beginning,beginning,beginning,False,True,True,both_TN
de,bei,bei,bei,bei,False,True,True,both_TN
de,beide,beide,beide,beide,False,True,True,both_TN
de,beim,beim,beim,beim,False,True,True,both_TN
de,beine,Beine,beine,beine,True,False,False,both_wrong
en,being,being,being,being,False,True,True,both_TN
de,bekannt,bekannt,bekannt,bekannt,False,True,True,both_TN
en,bekasi,bekasi,bekasi,bekasi,False,True,True,both_TN
de,bekomm,bekomme,bekomme,bekomme,True,True,True,both_correct
de,bekomme,bekomme,bekomme,bekomme,False,True,True,both_TN
de,bekommen,bekommen,bekommen,bekommen,False,True,True,both_TN
en,belgium,belgium,belgium,belgium,False,True,True,both_TN
en,belieber,belieber,belieber,belieber,False,True,True,both_TN
en,believing,believing,believing,believing,False,True,True,both_TN
de,bellt,bellt,bellt,bellt,False,True,True,both_TN
de,ben,ben,ben,ben,False,True,True,both_TN
en,bend,bend,bend,bend,False,True,True,both_TN
de,benutzt,benutzt,benutzt,benutzt,False,True,True,both_TN
de,bersichtlich,,bersichtlich,bersichtlich,True,False,False,both_wrong
de,beruhig,Beruhig,beruhig,beruhig,True,False,False,both_wrong
de,besass,besass,besass,besass,False,True,True,both_TN
de,bescheid,Bescheid,bescheid,bescheid,True,False,False,both_wrong
en,beside,beside,beside,beside,False,True,True,both_TN
de,besser,besser,besser,besser,False,True,True,both_TN
de,besseren,besseren,besseren,besseren,False,True,True,both_TN
en,best,best,best,best,False,True,True,both_TN
de,beste,beste,beste,beste,False,True,True,both_TN
de,besten,besten,besten,besten,False,True,True,both_TN
en,bestfriend,best friend,best friend,bestfriend,True,True,False,A_only_correct
en,bestfriends,best friends,best friends,bestfriends,True,True,False,A_only_correct
en,bestie,best friend,bestie,bestie,True,False,False,both_wrong
de,bestimmt,Bestimmt,bestimmt,bestimmt,True,False,False,both_wrong
de,besucht,besucht,besucht,besucht,False,True,True,both_TN
en,bet,bet,bet,bet,False,True,True,both_TN
de,betet,betet,betet,betet,False,True,True,both_TN
en,bethel,bethel,bethel,bethel,False,True,True,both_TN
de,betrunken,betrunken,betrunken,betrunken,False,True,True,both_TN
en,better,better,better,better,False,True,True,both_TN
de,bewahrheitet,bewahrheitet,bewahrheitet,bewahrheitet,False,True,True,both_TN
en,beyonce,beyonce,beyonce,beyonce,False,True,True,both_TN
en,beyonces,beyonces,beyonces,beyonces,False,True,True,both_TN
de,bezweilfe,bezweifle,bezweilfe,bezweilfe,True,False,False,both_wrong
en,bff,bff,bff,bff,False,True,True,both_TN
en,bffs,bffs,bffs,bffs,False,True,True,both_TN
en,bh3,bh3,bh3,bh3,False,True,True,both_TN
en,bhai,bhai,bhai,bhai,False,True,True,both_TN
en,bhejta,bhejta,bhejta,bhejta,False,True,True,both_TN
en,bhi,bhi,bhi,bhi,False,True,True,both_TN
en,bhuth,bhuth,bhuth,bhuth,False,True,True,both_TN
en,biased,biased,biased,biased,False,True,True,both_TN
en,bid,bid,bid,bid,False,True,True,both_TN
en,bieber,bieber,bieber,bieber,False,True,True,both_TN
de,bier,Bier,bier,bier,True,False,False,both_wrong
de,bieten,bieten,bieten,bieten,False,True,True,both_TN
en,big,big,big,big,False,True,True,both_TN
en,bigger,bigger,bigger,bigger,False,True,True,both_TN
en,biggest,biggest,biggest,biggest,False,True,True,both_TN
de,bild,Bild,bild,bild,True,False,False,both_wrong
de,bin,bin,bin,bin,False,True,True,both_TN
de,bins,bin es,bins,bins,True,False,False,both_wrong
en,bintang,bintang,bintang,bintang,False,True,True,both_TN
de,biogravision,Biogravision,biogravision,biogravision,True,False,False,both_wrong
en,bird,bird,bird,bird,False,True,True,both_TN
en,birthday,birthday,birthday,birthday,False,True,True,both_TN
de,bis,bis,bis,bis,False,True,True,both_TN
de,bisher,bisher,bisher,bisher,False,True,True,both_TN
en,bisnis,bisnis,bisnis,bisnis,False,True,True,both_TN
de,bist,bist,bist,bist,False,True,True,both_TN
en,bit,bit,bit,bit,False,True,True,both_TN
en,bitch,bitch,bitch,bitch,False,True,True,both_TN
de,bitte,bitte,bitte,bitte,False,True,True,both_TN
de,bitteschön,bitte schön,bitteschön,bitteschön,True,False,False,both_wrong
en,bizarre,bizarre,bizarre,bizarre,False,True,True,both_TN
en,bjp,bjp,bjp,bjp,False,True,True,both_TN
en,black,black,black,black,False,True,True,both_TN
de,blamier,blamiere,blamier,blamier,True,False,False,both_wrong
de,blatt,Blatt,blatt,blatt,True,False,False,both_wrong
de,bleiben,bleiben,bleiben,bleiben,False,True,True,both_TN
de,bleibt,bleibt,bleibt,bleibt,False,True,True,both_TN
en,bless,bless,bless,bless,False,True,True,both_TN
en,blizz,blizz,blizz,blizz,False,True,True,both_TN
de,blogadresse,Blogadresse,Blogadresse,blogadresse,True,True,False,A_only_correct
en,blood,blood,blood,blood,False,True,True,both_TN
en,blossom,blossom,blossom,blossom,False,True,True,both_TN
en,blueberry,blueberry,blueberry,blueberry,False,True,True,both_TN
en,blunt,blunt,blunt,blunt,False,True,True,both_TN
en,blunts,blunts,blunts,blunts,False,True,True,both_TN
de,blöd,blöd,blöd,blöd,False,True,True,both_TN
en,bmw,bmw,bmw,bmw,False,True,True,both_TN
de,boah,Boah,boah,boah,True,False,False,both_wrong
en,boakwon,boakwon,boakwon,boakwon,False,True,True,both_TN
de,bodenständig,bodenständig,bodenständig,bodenständig,False,True,True,both_TN
en,body,body,body,body,False,True,True,both_TN
en,bok,bok,bok,bok,False,True,True,both_TN
en,boko,boko,boko,boko,False,True,True,both_TN
en,boliches,boliches,boliches,boliches,False,True,True,both_TN
en,bom,bom,bom,bom,False,True,True,both_TN
en,bom's,bom's,bom's,bom's,False,True,True,both_TN
en,bomb,bomb,bomb,bomb,False,True,True,both_TN
en,bongkaran,bongkaran,bongkaran,bongkaran,False,True,True,both_TN
en,book,book,book,book,False,True,True,both_TN
en,booty,booty,booty,booty,False,True,True,both_TN
en,borderline,borderline,borderline,borderline,False,True,True,both_TN
en,boring,boring,boring,boring,False,True,True,both_TN
en,boroko,boroko,boroko,boroko,False,True,True,both_TN
en,boss,boss,boss,boss,False,True,True,both_TN
de,boston,Boston,boston,boston,True,False,False,both_wrong
en,bot,bot,bot,bot,False,True,True,both_TN
en,bought,bought,bought,bought,False,True,True,both_TN
en,bout,about,about,bout,True,True,False,A_only_correct
en,bouta,about to,about to,bouta,True,True,False,A_only_correct
en,boutta,about to,about to,boutta,True,True,False,A_only_correct
en,boy,boy,boy,boy,False,True,True,both_TN
en,boyfriend,boyfriend,boyfriend,boyfriend,False,True,True,both_TN
en,boyle/dorsett,boyle/dorsett,boyle/dorsett,boyle/dorsett,False,True,True,both_TN
en,boys,boys,boys,boys,False,True,True,both_TN
de,bpt11,bpt11,bpt11,bpt11,False,True,True,both_TN
de,bpt112,bpt112,bpt112,bpt112,False,True,True,both_TN
en,bramblewood,bramblewood,bramblewood,bramblewood,False,True,True,both_TN
en,branford,branford,branford,branford,False,True,True,both_TN
en,bras,bras,bras,bras,False,True,True,both_TN
en,brassard,brassard,brassard,brassard,False,True,True,both_TN
de,brauch,brauch,brauch,brauch,False,True,True,both_TN
de,brauche,brauche,brauche,brauche,False,True,True,both_TN
en,brazil,brazil,brazil,brazil,False,True,True,both_TN
en,bre,breath,bre,break,True,False,False,both_wrong
en,bread,bread,bread,bread,False,True,True,both_TN
en,breaking,breaking,breaking,breaking,False,True,True,both_TN
en,breaks,breaks,breaks,breaks,False,True,True,both_TN
en,breakup,breakup,breakup,breakup,False,True,True,both_TN
en,breathing,breathing,breathing,breathing,False,True,True,both_TN
en,brenna,brenna,brenna,brenna,False,True,True,both_TN
en,brewers,brewers,brewers,brewers,False,True,True,both_TN
en,bring,bring,bring,bring,False,True,True,both_TN
de,bringt,Bringt,bringt,bringt,True,False,False,both_wrong
en,britain's,britain's,britain's,britain's,False,True,True,both_TN
en,brna,brna,brother,brand,False,False,False,both_FP
en,bro,brother,brother,bro,True,True,False,A_only_correct
en,broccoli,broccoli,broccoli,broccoli,False,True,True,both_TN
en,broham,broham,broham,broham,False,True,True,both_TN
en,broken,broken,broken,broken,False,True,True,both_TN
en,brotha,brother,brother,brother,True,True,True,both_correct
en,brownskin,brown skin,brownskin,brownskin,True,False,False,both_wrong
en,bruh,brother,brother,brother,True,True,True,both_correct
en,bruk,bruk,bruk,bruke,False,True,False,B_new_FP
en,brutha,brother,bruther,bruther,True,False,False,both_wrong
en,brv,brv,brother,brother,False,False,False,both_FP
en,bryant,bryant,bryant,bryant,False,True,True,both_TN
en,bts7thheaven,bts7thheaven,bts7thheaven,bts7thheaven,False,True,True,both_TN
